,job_title_short,salary_year_avg,salary_year_inflated
170781,Senior Data Engineer,181765.0,190853.25
170806,Data Engineer,124875.0,128621.25
170807,Senior Data Engineer,180000.0,189000.0
170840,Data Scientist,240000.0,247200.0
170854,Senior Data Scientist,185000.0,194250.0
170873,Machine Learning Engineer,89100.0,91773.0
170958,Senior Data Engineer,110000.0,115500.0
171080,Senior Data Engineer,150000.0,157500.0
171092,Data Scientist,114070.0,117492.1
171206,Data Scientist,140000.0,144200.0
171230,Data Engineer,180000.0,185400.0
171259,Data Scientist,80850.0,83275.5
171270,Data Engineer,147500.0,151925.0
171324,Data Analyst,109500.0,112785.0
171411,Data Analyst,111175.0,114510.25
171432,Data Engineer,96773.0,99676.19
171438,Software Engineer,85000.0,87550.0
171448,Data Analyst,55000.0,56650.0
171461,Senior Data Analyst,100500.0,105525.0
171552,Data Analyst,111045.0,114376.35
171592,Data Scientist,145000.0,149350.0
171616,Senior Data Scientist,150000.0,157500.0
171617,Data Scientist,275000.0,283250.0
171618,Data Engineer,117500.0,121025.0
171622,Data Analyst,138615.0,142773.45
171629,Data Analyst,146100.0,150483.0
171676,Data Analyst,95000.0,97850.0
171691,Data Analyst,60000.0,61800.0
171709,Data Scientist,85000.0,87550.0
171716,Data Engineer,105000.0,108150.0
171775,Data Engineer,89100.0,91773.0
171784,Data Analyst,97500.0,100425.0
171874,Data Analyst,57500.0,59225.0
172000,Data Analyst,47750.0,49182.5
172002,Business Analyst,68700.0,70761.0
172145,Data Engineer,85000.0,87550.0
172230,Data Scientist,90000.0,92700.0
172241,Data Engineer,90000.0,92700.0
172322,Data Analyst,50000.0,51500.0
172326,Data Scientist,164000.0,168920.0
172450,Data Scientist,254000.0,261620.0
172513,Data Engineer,147500.0,151925.0
172517,Data Engineer,110000.0,113300.0
172549,Data Scientist,157500.0,162225.0
172553,Data Analyst,120000.0,123600.0
172582,Senior Data Analyst,86400.0,90720.0
172618,Data Engineer,125000.0,128750.0
172625,Data Engineer,165000.0,169950.0
172739,Senior Data Scientist,168500.0,176925.0
172799,Data Scientist,43200.0,44496.0
172823,Data Engineer,98283.0,101231.49
172826,Data Engineer,165000.0,169950.0
172857,Data Engineer,97537.5234375,100463.649140625
172883,Data Analyst,82500.0,84975.0
173010,Data Scientist,142500.0,146775.0
173014,Data Analyst,55000.0,56650.0
173040,Data Analyst,160000.0,164800.0
173060,Data Scientist,115621.6953125,119090.346171875
173061,Senior Data Analyst,111175.0,116733.75
173173,Data Engineer,96773.0,99676.19
173182,Data Analyst,65000.0,66950.0
173198,Data Analyst,100700.0,103721.0
173241,Senior Data Analyst,111175.0,116733.75
173249,Data Analyst,107500.0,110725.0
173256,Senior Data Scientist,82200.0,86310.0
173274,Data Engineer,152500.0,157075.0
173276,Data Analyst,102500.0,105575.0
173332,Data Scientist,152221.5,156788.145
173351,Senior Data Engineer,172500.0,181125.0
173354,Data Engineer,242000.0,249260.0
173401,Data Scientist,120000.0,123600.0
173430,Data Engineer,155000.0,159650.0
173443,Data Analyst,136500.0,140595.0
173689,Data Scientist,95200.0,98056.0
173695,Data Scientist,160000.0,164800.0
173713,Senior Data Scientist,192000.0,201600.0
173735,Data Analyst,100000.0,103000.0
173739,Data Engineer,157500.0,162225.0
173770,Data Analyst,65250.0,67207.5
173836,Data Analyst,110000.0,113300.0
173840,Senior Data Scientist,252844.0,265486.2
173871,Data Engineer,75000.0,77250.0
173948,Data Engineer,102000.0,105060.0
173953,Data Engineer,152500.0,157075.0
174112,Data Scientist,99150.0,102124.5
174131,Machine Learning Engineer,99150.0,102124.5
174189,Senior Data Analyst,111175.0,116733.75
174225,Data Engineer,110000.0,113300.0
174251,Data Engineer,95000.0,97850.0
174296,Data Scientist,157500.0,162225.0
174367,Senior Data Engineer,64800.0,68040.0
174445,Senior Data Engineer,187500.0,196875.0
174453,Machine Learning Engineer,124500.0,128235.0
174456,Senior Data Engineer,45000.0,47250.0
174496,Data Analyst,89100.0,91773.0
174505,Senior Data Analyst,142500.0,149625.0
174526,Data Engineer,100000.0,103000.0
174536,Business Analyst,80000.0,82400.0
174556,Data Engineer,133000.0,136990.0
174574,Machine Learning Engineer,128682.0,132542.46
174592,Data Analyst,63000.0,64890.0
174693,Data Analyst,150000.0,154500.0
174702,Data Scientist,139526.0,143711.78
174742,Data Analyst,145000.0,149350.0
174752,Senior Data Scientist,127000.0,133350.0
174768,Data Scientist,100728.578125,103750.43546875
174811,Data Scientist,137500.0,141625.0
174842,Software Engineer,112500.0,115875.0
174866,Data Engineer,160000.0,164800.0
174908,Data Engineer,147500.0,151925.0
174912,Data Engineer,119500.0,123085.0
174945,Data Analyst,63000.0,64890.0
174949,Software Engineer,260775.0,268598.25
174997,Data Analyst,47500.0,48925.0
175030,Data Scientist,207451.5,213675.045
175036,Senior Data Scientist,160500.0,168525.0
175052,Data Analyst,85000.0,87550.0
175057,Data Scientist,135000.0,139050.0
175140,Data Analyst,100000.0,103000.0
175142,Data Analyst,217550.0,224076.5
175150,Data Engineer,140000.0,144200.0
175204,Senior Data Scientist,72000.0,75600.0
175314,Senior Data Engineer,135000.0,141750.0
175343,Data Engineer,147500.0,151925.0
175379,Data Engineer,140000.0,144200.0
175422,Data Scientist,185000.0,190550.0
175437,Data Engineer,117500.0,121025.0
175463,Data Engineer,185000.0,190550.0
175532,Data Analyst,147500.0,151925.0
175537,Data Scientist,200000.0,206000.0
175550,Data Scientist,97000.0,99910.0
175573,Data Analyst,55000.0,56650.0
175578,Data Scientist,153034.0,157625.02000000002
175735,Data Analyst,60000.0,61800.0
175766,Business Analyst,56700.0,58401.0
175831,Data Scientist,175000.0,180250.0
175871,Data Analyst,72500.0,74675.0
175881,Data Analyst,50000.0,51500.0
175887,Data Engineer,125000.0,128750.0
175935,Data Analyst,81000.0,83430.0
175941,Data Engineer,155526.5,160192.295
175965,Data Scientist,161955.5,166814.165
176039,Data Engineer,140000.0,144200.0
176040,Senior Data Analyst,185000.0,194250.0
176055,Senior Data Analyst,100000.0,105000.0
176056,Senior Data Analyst,111175.0,116733.75
176161,Senior Data Engineer,137500.0,144375.0
176201,Data Engineer,100000.0,103000.0
176257,Data Engineer,140000.0,144200.0
176264,Machine Learning Engineer,125000.0,128750.0
176295,Data Engineer,85000.0,87550.0
176318,Data Engineer,96773.0,99676.19
176360,Data Analyst,80256.796875,82664.50078125
176377,Senior Data Scientist,152669.0,160302.45
176387,Data Analyst,57500.0,59225.0
176433,Data Analyst,111175.0,114510.25
176465,Senior Data Scientist,142500.0,149625.0
176498,Senior Data Scientist,202500.0,212625.0
176561,Data Engineer,100000.0,103000.0
176585,Data Analyst,92527.5,95303.325
176600,Senior Data Engineer,130000.0,136500.0
176623,Data Engineer,185000.0,190550.0
176648,Senior Data Engineer,180000.0,189000.0
176728,Software Engineer,89100.0,91773.0
176735,Data Scientist,115000.0,118450.0
176838,Business Analyst,132500.0,136475.0
176843,Data Engineer,107341.0,110561.23
176888,Data Scientist,218000.0,224540.0
176912,Software Engineer,99150.0,102124.5
176940,Data Scientist,157370.0,162091.1
176946,Machine Learning Engineer,50400.0,51912.0
176958,Data Scientist,212500.0,218875.0
176971,Data Analyst,100000.0,103000.0
176997,Data Scientist,120631.0,124249.93000000001
177016,Data Engineer,65049.0,67000.47
177061,Data Scientist,150000.0,154500.0
177094,Data Scientist,120000.0,123600.0
177131,Senior Data Engineer,190000.0,199500.0
177172,Data Analyst,60000.0,61800.0
177341,Data Analyst,70000.0,72100.0
177366,Business Analyst,30000.0,30900.0
177396,Senior Data Scientist,155000.0,162750.0
177405,Data Engineer,110144.390625,113448.72234375
177406,Data Scientist,120000.0,123600.0
177460,Data Engineer,96773.0,99676.19
177537,Cloud Engineer,135000.0,139050.0
177594,Software Engineer,125000.0,128750.0
177601,Data Scientist,171000.0,176130.0
177602,Senior Data Scientist,160000.0,168000.0
177658,Data Scientist,182245.0,187712.35
177693,Business Analyst,75000.0,77250.0
177694,Data Engineer,147500.0,151925.0
177695,Data Analyst,77500.0,79825.0
177715,Data Scientist,130000.0,133900.0
177757,Software Engineer,71280.0,73418.40000000001
177854,Data Engineer,211000.0,217330.0
177884,Data Analyst,64000.0,65920.0
177917,Data Analyst,85000.0,87550.0
177926,Data Scientist,161250.0,166087.5
177994,Data Scientist,89100.0,91773.0
178006,Data Engineer,147500.0,151925.0
178025,Machine Learning Engineer,200000.0,206000.0
178026,Senior Data Analyst,85000.0,89250.0
178044,Senior Data Analyst,165000.0,173250.0
178078,Business Analyst,114500.0,117935.0
178115,Data Scientist,190500.0,196215.0
178122,Data Engineer,210000.0,216300.0
178187,Data Analyst,61000.0,62830.0
178236,Data Analyst,85000.0,87550.0
178249,Business Analyst,97500.0,100425.0
178264,Business Analyst,105000.0,108150.0
178279,Senior Data Analyst,120000.0,126000.0
178298,Data Scientist,120631.0,124249.93000000001
178345,Senior Data Scientist,184844.5,194086.725
178364,Senior Data Scientist,137500.0,144375.0
178394,Data Engineer,133850.5,137866.015
178427,Data Engineer,96773.0,99676.19
178465,Data Analyst,174040.0,179261.2
178482,Senior Data Analyst,51014.0,53564.700000000004
178590,Data Analyst,83500.0,86005.0
178605,Data Analyst,75000.0,77250.0
178612,Machine Learning Engineer,166000.0,170980.0
178631,Senior Data Scientist,175000.0,183750.0
178693,Data Scientist,122500.0,126175.0
178731,Senior Data Scientist,175000.0,183750.0
178774,Data Analyst,115000.0,118450.0
178803,Data Engineer,80000.0,82400.0
178804,Data Analyst,150000.0,154500.0
178819,Data Engineer,115000.0,118450.0
178869,Data Engineer,80850.0,83275.5
178885,Data Scientist,149946.5,154444.895
178936,Data Scientist,120000.0,123600.0
178942,Senior Data Engineer,147500.0,154875.0
179052,Data Engineer,117500.0,121025.0
179056,Business Analyst,80000.0,82400.0
179076,Data Analyst,68000.0,70040.0
179077,Data Scientist,125000.0,128750.0
179101,Data Engineer,100000.0,103000.0
179113,Data Scientist,108000.0,111240.0
179117,Business Analyst,63000.0,64890.0
179130,Software Engineer,194500.0,200335.0
179193,Data Scientist,122772.0,126455.16
179266,Data Analyst,65000.0,66950.0
179341,Machine Learning Engineer,101029.0,104059.87000000001
179391,Senior Data Scientist,160000.0,168000.0
179520,Data Engineer,56700.0,58401.0
179537,Data Analyst,62500.0,64375.0
179604,Data Engineer,97444.0,100367.32
179624,Data Scientist,191000.0,196730.0
179629,Data Analyst,90000.0,92700.0
179649,Data Engineer,85000.0,87550.0
179787,Data Analyst,57500.0,59225.0
179808,Senior Data Analyst,69750.0,73237.5
179859,Data Scientist,121064.0,124695.92
179942,Data Scientist,205000.0,211150.0
180023,Senior Data Analyst,114998.0,120747.90000000001
180032,Data Analyst,106500.0,109695.0
180083,Data Analyst,97000.0,99910.0
180098,Data Scientist,145000.0,149350.0
180106,Senior Data Analyst,90000.0,94500.0
180126,Data Scientist,109750.0,113042.5
180199,Data Engineer,96773.0,99676.19
180256,Data Analyst,64600.0,66538.0
180295,Data Engineer,132500.0,136475.0
180317,Data Analyst,48750.0,50212.5
180390,Software Engineer,200000.0,206000.0
180403,Data Engineer,110000.0,113300.0
180459,Data Scientist,279000.0,287370.0
180475,Data Analyst,75000.0,77250.0
180550,Machine Learning Engineer,72900.0,75087.0
180608,Data Analyst,51014.0,52544.42
180617,Data Scientist,147500.0,151925.0
180648,Data Analyst,65000.0,66950.0
180650,Data Engineer,160000.0,164800.0
180656,Data Analyst,100000.0,103000.0
180689,Data Analyst,90000.0,92700.0
180729,Data Engineer,132500.0,136475.0
180749,Business Analyst,95000.0,97850.0
180750,Data Scientist,202500.0,208575.0
180765,Business Analyst,105515.0,108680.45
180817,Data Scientist,155000.0,159650.0
180870,Senior Data Engineer,300000.0,315000.0
180964,Senior Data Engineer,137500.0,144375.0
181055,Data Analyst,115000.0,118450.0
181056,Data Engineer,135000.0,139050.0
181072,Senior Data Analyst,69300.0,72765.0
181099,Data Scientist,112104.5,115467.63500000001
181142,Senior Data Analyst,167000.0,175350.0
181144,Cloud Engineer,79200.0,81576.0
181185,Data Analyst,77500.0,79825.0
181258,Senior Data Scientist,154000.0,161700.0
181315,Data Scientist,97500.0,100425.0
181378,Data Scientist,147500.0,151925.0
181422,Data Analyst,89100.0,91773.0
181451,Senior Data Analyst,65000.0,68250.0
181502,Data Scientist,150000.0,154500.0
181503,Senior Data Scientist,230000.0,241500.0
181553,Data Scientist,130000.0,133900.0
181555,Senior Data Scientist,107500.0,112875.0
181638,Data Analyst,102500.0,105575.0
181640,Data Scientist,88128.0,90771.84
181748,Business Analyst,57500.0,59225.0
181813,Senior Data Scientist,170000.0,178500.0
181814,Data Analyst,144500.0,148835.0
181881,Senior Data Scientist,170000.0,178500.0
181939,Data Scientist,98529.578125,101485.46546875
181978,Data Analyst,62220.5,64087.115000000005
181984,Senior Data Engineer,182000.0,191100.0
182057,Data Engineer,107500.0,110725.0
182063,Data Engineer,97444.0,100367.32
182067,Data Scientist,108400.0,111652.0
182089,Data Analyst,90000.0,92700.0
182117,Data Scientist,212500.0,218875.0
182120,Data Analyst,102500.0,105575.0
182184,Business Analyst,79200.0,81576.0
182207,Machine Learning Engineer,179000.0,184370.0
182251,Data Scientist,233000.0,239990.0
182267,Data Engineer,95000.0,97850.0
182271,Data Analyst,87500.0,90125.0
182388,Data Scientist,82500.0,84975.0
182447,Senior Data Analyst,148500.0,155925.0
182472,Data Analyst,71678.0,73828.34
182490,Data Analyst,80500.0,82915.0
182515,Data Scientist,172500.0,177675.0
182517,Data Engineer,135000.0,139050.0
182526,Senior Data Scientist,225000.0,236250.0
182547,Data Scientist,89100.0,91773.0
182599,Data Analyst,70000.0,72100.0
182603,Data Analyst,105000.0,108150.0
182637,Senior Data Analyst,110000.0,115500.0
182693,Data Scientist,217500.0,224025.0
182746,Data Scientist,117500.0,121025.0
182772,Senior Data Engineer,89100.0,93555.0
182831,Data Analyst,90000.0,92700.0
182933,Data Analyst,115000.0,118450.0
183027,Data Analyst,92750.0,95532.5
183063,Data Engineer,124500.0,128235.0
183098,Data Scientist,117500.0,121025.0
183121,Data Scientist,137500.0,141625.0
183127,Data Analyst,105650.0,108819.5
183206,Data Engineer,150000.0,154500.0
183300,Data Analyst,111175.0,114510.25
183306,Data Analyst,98500.0,101455.0
183368,Data Analyst,75368.5,77629.55500000001
183434,Data Analyst,90000.0,92700.0
183528,Data Scientist,195000.0,200850.0
183546,Data Scientist,155000.0,159650.0
183583,Data Analyst,111202.0,114538.06
183599,Data Analyst,90250.0,92957.5
183606,Data Scientist,102000.0,105060.0
183690,Software Engineer,70000.0,72100.0
183695,Data Analyst,111175.0,114510.25
183700,Senior Data Analyst,167500.0,175875.0
183711,Senior Data Engineer,172000.0,180600.0
183740,Senior Data Scientist,150000.0,157500.0
183770,Data Scientist,138594.0,142751.82
183779,Data Engineer,110000.0,113300.0
183807,Data Analyst,85000.0,87550.0
183826,Data Analyst,72500.0,74675.0
183834,Data Scientist,142500.0,146775.0
183843,Data Analyst,150000.0,154500.0
183878,Data Analyst,78000.0,80340.0
183893,Data Scientist,140000.0,144200.0
183996,Senior Data Scientist,160000.0,168000.0
184075,Senior Data Engineer,106000.0,111300.0
184116,Data Scientist,190000.0,195700.0
184173,Data Analyst,90250.0,92957.5
184181,Senior Data Analyst,98800.0,103740.0
184258,Data Analyst,74368.5,76599.55500000001
184317,Data Analyst,46238.3984375,47625.550390625
184352,Data Scientist,92500.0,95275.0
184377,Senior Data Scientist,170000.0,178500.0
184401,Data Analyst,120000.0,123600.0
184508,Data Analyst,53000.0,54590.0
184621,Senior Data Scientist,184844.5,194086.725
184667,Data Scientist,182000.0,187460.0
184668,Software Engineer,97500.0,100425.0
184711,Data Analyst,50000.0,51500.0
184743,Business Analyst,63000.0,64890.0
184751,Data Scientist,132500.0,136475.0
184764,Data Analyst,82926.171875,85413.95703125
184771,Data Engineer,79200.0,81576.0
184791,Business Analyst,89100.0,91773.0
184793,Data Scientist,236666.5,243766.495
184864,Data Analyst,111175.0,114510.25
184869,Data Scientist,100000.0,103000.0
185005,Data Analyst,69000.0,71070.0
185058,Data Scientist,223000.0,229690.0
185068,Data Engineer,96773.0,99676.19
185070,Senior Data Engineer,147500.0,154875.0
185148,Data Scientist,95200.0,98056.0
185170,Data Scientist,87500.0,90125.0
185219,Data Scientist,205000.0,211150.0
185237,Data Analyst,42500.0,43775.0
185277,Data Analyst,111175.0,114510.25
185339,Machine Learning Engineer,80850.0,83275.5
185342,Data Scientist,164497.5,169432.42500000002
185361,Data Engineer,120000.0,123600.0
185403,Data Analyst,112500.0,115875.0
185438,Data Engineer,150000.0,154500.0
185535,Data Scientist,141951.5,146210.045
185552,Data Analyst,69200.890625,71276.91734375
185591,Data Analyst,130000.0,133900.0
185616,Senior Data Scientist,89100.0,93555.0
185630,Senior Data Engineer,147500.0,154875.0
185641,Senior Data Engineer,147500.0,154875.0
185660,Data Scientist,75000.0,77250.0
185692,Data Analyst,57500.0,59225.0
185743,Senior Data Analyst,140000.0,147000.0
185799,Data Scientist,222093.5,228756.305
185843,Data Analyst,63450.0,65353.5
185925,Machine Learning Engineer,101029.0,104059.87000000001
185972,Data Scientist,88128.0,90771.84
186012,Data Scientist,160000.0,164800.0
186017,Senior Data Scientist,159264.0,167227.2
186082,Senior Data Analyst,200066.5,210069.825
186121,Senior Data Scientist,68375.5,71794.27500000001
186125,Software Engineer,64800.0,66744.0
186155,Data Analyst,157000.0,161710.0
186163,Senior Data Scientist,271526.5,285102.825
186245,Software Engineer,133000.0,136990.0
186267,Data Analyst,55000.0,56650.0
186343,Data Analyst,88437.5,91090.625
186485,Data Analyst,137500.0,141625.0
186500,Data Analyst,130000.0,133900.0
186556,Data Scientist,149946.5,154444.895
186559,Data Analyst,90250.0,92957.5
186564,Data Scientist,55000.0,56650.0
186569,Software Engineer,64800.0,66744.0
186572,Senior Data Engineer,96773.0,101611.65000000001
186642,Data Analyst,170000.0,175100.0
186682,Data Analyst,60000.0,61800.0
186741,Data Analyst,75000.0,77250.0
186853,Senior Data Engineer,132500.0,139125.0
186867,Data Analyst,70000.0,72100.0
186893,Data Analyst,84000.0,86520.0
186900,Data Scientist,186500.0,192095.0
186919,Data Analyst,111175.0,114510.25
186930,Business Analyst,54000.0,55620.0
186936,Data Scientist,154000.0,158620.0
187017,Data Analyst,154000.0,158620.0
187025,Data Engineer,131580.0,135527.4
187080,Data Analyst,52000.0,53560.0
187118,Data Scientist,110000.0,113300.0
187183,Data Scientist,200000.0,206000.0
187222,Data Analyst,76783.0,79086.49
187430,Data Analyst,82500.0,84975.0
187437,Senior Data Scientist,79200.0,83160.0
187446,Data Analyst,42500.0,43775.0
187474,Cloud Engineer,90000.0,92700.0
187485,Data Analyst,65000.0,66950.0
187488,Data Analyst,127500.0,131325.0
187552,Data Scientist,157500.0,162225.0
187553,Data Scientist,124250.0,127977.5
187628,Cloud Engineer,197500.0,203425.0
187629,Data Analyst,165000.0,169950.0
187686,Data Scientist,100000.0,103000.0
187787,Data Analyst,100000.0,103000.0
187823,Data Scientist,157500.0,162225.0
187869,Data Analyst,125000.0,128750.0
187871,Data Engineer,89100.0,91773.0
187880,Data Scientist,79200.0,81576.0
188008,Senior Data Analyst,141400.0,148470.0
188021,Data Analyst,85000.0,87550.0
188168,Data Analyst,75000.0,77250.0
188183,Data Engineer,200000.0,206000.0
188251,Senior Data Analyst,120900.0,126945.0
188252,Data Analyst,57500.0,59225.0
188255,Data Analyst,69979.0,72078.37
188273,Data Analyst,53014.0,54604.42
188327,Data Engineer,80000.0,82400.0
188386,Data Engineer,72000.0,74160.0
188472,Data Scientist,151500.0,156045.0
188491,Data Scientist,162500.0,167375.0
188539,Data Analyst,105000.0,108150.0
188587,Senior Data Engineer,110000.0,115500.0
188626,Senior Data Scientist,130000.0,136500.0
188763,Data Analyst,117500.0,121025.0
188773,Data Analyst,165000.0,169950.0
188796,Data Scientist,175000.0,180250.0
188818,Senior Data Analyst,144500.0,151725.0
188877,Machine Learning Engineer,50400.0,51912.0
188882,Data Scientist,190000.0,195700.0
188902,Senior Data Scientist,106500.0,111825.0
188906,Data Scientist,159000.0,163770.0
189114,Data Scientist,146383.0,150774.49
189136,Data Analyst,67500.0,69525.0
189174,Data Scientist,72900.0,75087.0
189179,Data Analyst,97500.0,100425.0
189184,Data Analyst,56700.0,58401.0
189207,Data Scientist,112500.0,115875.0
189254,Data Engineer,135000.0,139050.0
189308,Data Analyst,45000.0,46350.0
189333,Senior Data Analyst,167500.0,175875.0
189351,Data Analyst,147500.0,151925.0
189352,Data Analyst,81900.0,84357.0
189409,Machine Learning Engineer,166000.0,170980.0
189451,Data Analyst,110000.0,113300.0
189603,Business Analyst,63000.0,64890.0
189620,Machine Learning Engineer,190000.0,195700.0
189626,Data Analyst,110000.0,113300.0
189728,Business Analyst,67500.0,69525.0
189763,Data Analyst,100500.0,103515.0
189790,Data Scientist,100000.0,103000.0
189830,Data Engineer,80000.0,82400.0
189833,Senior Data Scientist,157500.0,165375.0
189843,Data Scientist,177820.0,183154.6
189926,Data Analyst,92500.0,95275.0
189929,Business Analyst,89100.0,91773.0
189972,Data Scientist,334720.0,344761.60000000003
190000,Machine Learning Engineer,50400.0,51912.0
190018,Senior Data Scientist,123000.0,129150.0
190023,Data Analyst,85000.0,87550.0
190047,Data Scientist,130000.0,133900.0
190049,Software Engineer,140000.0,144200.0
190066,Data Scientist,155000.0,159650.0
190069,Data Scientist,160845.5,165670.865
190076,Senior Data Scientist,235000.0,246750.0
190135,Data Analyst,85000.0,87550.0
190164,Data Scientist,79200.0,81576.0
190165,Data Analyst,82500.0,84975.0
190180,Data Scientist,100000.0,103000.0
190191,Data Scientist,185000.0,190550.0
190224,Data Scientist,157500.0,162225.0
190233,Software Engineer,187536.0,193162.08000000002
190259,Data Analyst,60000.0,61800.0
190292,Senior Data Analyst,122500.0,128625.0
190304,Data Scientist,125000.0,128750.0
190331,Data Scientist,105300.0,108459.0
190348,Data Scientist,170575.0,175692.25
190377,Data Engineer,146500.0,150895.0
190402,Data Engineer,147500.0,151925.0
190423,Data Analyst,101821.5,104876.145
190444,Data Analyst,75000.0,77250.0
190496,Data Analyst,60000.0,61800.0
190519,Machine Learning Engineer,101029.0,104059.87000000001
190600,Data Scientist,137500.0,141625.0
190610,Data Analyst,55000.0,56650.0
190642,Data Scientist,118500.0,122055.0
190678,Data Scientist,55806.0,57480.18
190700,Data Engineer,147500.0,151925.0
190718,Senior Data Engineer,147500.0,154875.0
190726,Data Analyst,85765.0,88337.95
190805,Data Analyst,115000.0,118450.0
190853,Data Scientist,185000.0,190550.0
190891,Senior Data Analyst,111175.0,116733.75
190916,Data Engineer,162500.0,167375.0
191012,Data Scientist,83905.5,86422.66500000001
191054,Business Analyst,57500.0,59225.0
191076,Data Analyst,115000.0,118450.0
191216,Senior Data Analyst,104900.0,110145.0
191238,Data Analyst,85000.0,87550.0
191272,Machine Learning Engineer,185500.0,191065.0
191320,Machine Learning Engineer,180000.0,185400.0
191430,Senior Data Scientist,160000.0,168000.0
191601,Data Scientist,165000.0,169950.0
191603,Data Analyst,189309.0,194988.27000000002
191612,Senior Data Analyst,135000.0,141750.0
191613,Data Analyst,100000.0,103000.0
191614,Data Analyst,55427.0546875,57089.866328125005
191649,Data Scientist,90000.0,92700.0
191698,Data Analyst,107500.0,110725.0
191710,Data Scientist,125000.0,128750.0
191728,Data Analyst,87500.0,90125.0
191750,Data Analyst,119150.0,122724.5
191830,Data Scientist,125000.0,128750.0
191881,Data Engineer,146384.5,150776.035
191941,Senior Data Scientist,137500.0,144375.0
192001,Data Scientist,151500.0,156045.0
192023,Data Analyst,95640.0,98509.2
192046,Data Engineer,147500.0,151925.0
192068,Data Engineer,99150.0,102124.5
192083,Data Analyst,74000.0,76220.0
192103,Machine Learning Engineer,198000.0,203940.0
192106,Data Analyst,38750.0,39912.5
192200,Senior Data Scientist,89100.0,93555.0
192234,Data Scientist,136400.0,140492.0
192238,Business Analyst,87500.0,90125.0
192253,Data Analyst,68900.0,70967.0
192297,Data Scientist,51068.0,52600.04
192408,Senior Data Scientist,143000.0,150150.0
192439,Business Analyst,130000.0,133900.0
192441,Senior Data Engineer,147500.0,154875.0
192476,Data Analyst,149653.0,154142.59
192477,Data Scientist,175000.0,180250.0
192509,Data Scientist,100000.0,103000.0
192519,Data Scientist,104500.0,107635.0
192527,Data Engineer,211000.0,217330.0
192561,Data Analyst,50000.0,51500.0
192615,Data Analyst,111202.0,114538.06
192713,Senior Data Scientist,172000.0,180600.0
192727,Senior Data Engineer,200000.0,210000.0
192801,Data Scientist,120464.0,124077.92
192872,Business Analyst,50000.0,51500.0
192969,Senior Data Analyst,69300.0,72765.0
193001,Data Analyst,92527.5,95303.325
193049,Data Scientist,140152.5,144357.075
193081,Data Analyst,94068.5,96890.55500000001
193134,Senior Data Scientist,160000.0,168000.0
193146,Senior Data Scientist,89100.0,93555.0
193153,Senior Data Analyst,103000.0,108150.0
193255,Senior Data Analyst,102500.0,107625.0
193295,Senior Data Analyst,61880.0,64974.0
193426,Data Analyst,105000.0,108150.0
193497,Data Analyst,115000.0,118450.0
193553,Business Analyst,85000.0,87550.0
193555,Data Analyst,83500.0,86005.0
193567,Machine Learning Engineer,89100.0,91773.0
193707,Data Analyst,56700.0,58401.0
193822,Senior Data Scientist,140000.0,147000.0
193943,Data Scientist,122500.0,126175.0
194011,Data Analyst,47500.0,48925.0
194037,Data Scientist,133850.5,137866.015
194077,Business Analyst,62500.0,64375.0
194096,Data Scientist,88128.0,90771.84
194156,Machine Learning Engineer,227500.0,234325.0
194303,Data Analyst,72500.0,74675.0
194344,Data Analyst,112500.0,115875.0
194346,Data Analyst,125000.0,128750.0
194439,Data Analyst,93020.0,95810.6
194711,Senior Data Analyst,75000.0,78750.0
194724,Business Analyst,105300.0,108459.0
194741,Data Analyst,75550.0,77816.5
194870,Senior Data Analyst,81000.0,85050.0
195020,Data Analyst,85000.0,87550.0
195079,Data Engineer,127500.0,131325.0
195141,Machine Learning Engineer,115760.0,119232.8
195233,Data Engineer,58400.0,60152.0
195242,Data Scientist,132500.0,136475.0
195252,Data Engineer,120000.0,123600.0
195293,Senior Data Engineer,135000.0,141750.0
195322,Data Engineer,146000.0,150380.0
195343,Software Engineer,200000.0,206000.0
195418,Data Analyst,80000.0,82400.0
195422,Data Scientist,106759.0,109961.77
195445,Data Scientist,157500.0,162225.0
195455,Data Scientist,190000.0,195700.0
195476,Machine Learning Engineer,99150.0,102124.5
195512,Data Analyst,45055.640625,46407.30984375
195649,Software Engineer,206000.0,212180.0
195660,Data Scientist,197500.0,203425.0
195792,Senior Data Scientist,125000.0,131250.0
195826,Machine Learning Engineer,72000.0,74160.0
195828,Data Analyst,90000.0,92700.0
195855,Data Analyst,117500.0,121025.0
195932,Data Analyst,48722.0,50183.66
196086,Data Analyst,70000.0,72100.0
196098,Business Analyst,85000.0,87550.0
196134,Data Analyst,115560.0,119026.8
196178,Data Scientist,116600.0,120098.0
196349,Data Analyst,95000.0,97850.0
196401,Data Analyst,54375.23046875,56006.4873828125
196407,Data Scientist,101550.0,104596.5
196465,Machine Learning Engineer,99150.0,102124.5
196471,Data Analyst,119040.0,122611.2
196513,Data Scientist,152221.5,156788.145
196583,Data Scientist,170000.0,175100.0
196635,Data Scientist,101116.0,104149.48
196638,Data Scientist,157500.0,162225.0
196642,Data Analyst,140875.0,145101.25
196730,Data Analyst,70000.0,72100.0
196828,Data Scientist,207125.0,213338.75
197159,Data Scientist,151500.0,156045.0
197314,Data Engineer,147500.0,151925.0
197317,Data Engineer,110000.0,113300.0
197364,Data Analyst,135000.0,139050.0
197378,Machine Learning Engineer,79200.0,81576.0
197413,Senior Data Engineer,147500.0,154875.0
197479,Business Analyst,72500.0,74675.0
